"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.7426062521953","11.7352651914296","11.7279241306639","11.7205830698981","11.7132420091324","11.7059009483667","11.698559887601","11.6912188268353","11.6838777660695","11.6765718299965","11.6692658939234","11.6619599578504","11.6546540217773","11.6473480857042","11.6400421496312","11.6327362135581","11.6254302774851","11.618124341412","11.610818405339","11.6035124692659","11.5962065331928","11.5889005971198","11.5815946610467","11.5742887249737","11.5669125395153","11.5595363540569","11.5521601685985","11.5447839831401","11.5374077976818","",
"American Samoa","ASM","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.35","90.18","90.01","89.84","89.67","89.5","89.33","89.16","88.99","88.82","88.65","88.5","88.35","88.2","88.05","87.9","87.75","87.6","87.45","87.3","87.15","87","86.85","86.7","86.55","86.4","86.25","86.1","85.95","85.8","85.65","",
"Antigua and Barbuda","ATG","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.9772727272727","22.8272727272727","22.6772727272727","22.5272727272727","22.3772727272727","22.2272727272727","22.0772727272727","21.9272727272727","21.7772727272727","21.6272727272727","21.4772727272727","21.325","21.1727272727273","21.0204545454545","20.8681818181818","20.7159090909091","20.5636363636364","20.4113636363636","20.2590909090909","20.1068181818182","19.9545454545455","19.8045454545455","19.6545454545455","19.5045454545455","19.3545454545455","19.2045454545455","19.0454545454545","18.9090909090909","18.75","18.5909090909091","18.4545454545455","",
"Australia","AUS","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.4273589940513","17.4004386707106","17.3735183473699","17.3465980240293","17.3196777006886","17.2927573773479","17.2658370540073","17.2389167306666","17.2119964073259","17.1850760839853","17.1581557606446","17.1286333519909","17.0991109433373","17.0695885346836","17.04006612603","17.0105437173763","16.9810213087226","16.951498900069","16.9219764914153","16.8924540827617","16.862931674108","16.9553102586465","17.047688843185","17.1400674277235","17.232446012262","17.3248245968004","17.4254877132405","17.4229136169693","17.4213145571644","17.4213145571644","17.4213145571644","",
"Austria","AUT","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.7546049442559","45.8303078041687","45.9060106640814","45.9817135239942","46.0574163839069","46.1331192438197","46.2088221037324","46.2845249636452","46.3602278235579","46.4359306834707","46.5116335433834","46.5420019389239","46.5723703344644","46.6027387300049","46.6331071255453","46.6634755210858","46.6938439166263","46.7242123121667","46.7545807077072","46.7849491032477","46.8153174987882","46.8589190499273","46.9025206010664","46.9461221522055","46.9897237033446","47.0333252544838","47.0769510421716","47.1204556471159","47.1639602520601","47.2074648570044","47.2509694619486","",
"Azerbaijan","AZE","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4548229328142","11.5058701947919","11.5569174567696","11.6079647187474","11.6590119807251","11.7100592427028","11.7787994030713","11.8852790036878","11.9510925488772","12.0060469226672","12.0588116391101","12.1086289502976","12.1604630346429","12.21700096782","12.2751890799521","12.3311694441419","12.3862623597613","12.441808477161","12.4914658343012","12.6009956689008","12.7108265382661","12.8205035144388","12.9297085757836","13.0395340115892","13.1544115156647","13.2731460646972","13.4139303602971","13.5533670481767","13.6941896764514","",
"Burundi","BDI","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7663551401869","10.4449376947041","10.1235202492212","9.80210280373832","9.48068535825545","9.15926791277259","8.83785046728972","8.51643302180685","8.19501557632399","7.87359813084112","7.55218068535826","7.55218068535826","7.55218068535826","7.55218068535826","7.55218068535826","7.55218068535826","7.55218068535826","7.55218068535826","7.55218068535826","7.55218068535826","7.55218068535826","8.2196261682243","8.88707165109034","9.55451713395639","10.2219626168224","10.8894080996885","10.8894080996885","10.8894080996885","10.8894080996885","10.8894080996885","10.8894080996885","",
"Belgium","BEL","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.254113345521","23.2260816575259","23.1980499695308","23.1700182815356","23.1419865935405","23.1139549055454","23.0859232175503","23.0578915295551","23.02985984156","23.0018281535649","22.0376486129458","22.1121862615588","22.1867239101717","22.2612615587847","22.3357992073976","22.4103368560106","22.4848745046235","22.5594121532365","22.6339498018494","22.7084874504624","22.7830250990753","22.7792602377807","22.7754953764861","22.7717305151915","22.767965653897","22.7642007926024","22.7642007926024","22.7642007926024","22.7642007926024","22.7642007926024","22.7642007926024","",
"Benin","BEN","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.8800106420717","42.2592231287691","41.6384356154665","41.0176481021639","40.3968605888613","39.7760730755587","39.1552855622561","38.5344980489535","37.9137105356509","37.2929230223484","36.6721355090458","36.2287158566868","35.7852962043278","35.3418765519688","34.8984568996098","34.4550372472508","34.0116175948918","33.5681979425328","33.1247782901738","32.6813586378148","32.2379389854558","31.7945193330968","31.3510996807378","30.9076800283789","30.4642603760199","30.0208407236609","29.5774210713019","29.1340014189429","28.6905817665839","28.2471621142249","27.8037424618659","",
"Burkina Faso","BFA","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.2039473684211","28.0211622807018","27.8383771929825","27.6555921052632","27.4728070175439","27.2900219298246","27.1072368421053","26.924451754386","26.7416666666667","26.5588815789474","26.3760964912281","26.1933479532164","26.0105994152047","25.827850877193","25.6451023391813","25.4623538011696","25.2796052631579","25.0968567251462","24.9141081871345","24.7313596491228","24.5486111111111","24.3657894736842","24.1829678362573","24.0001461988304","23.8173245614035","23.6345029239766","23.4517543859649","23.2690058479532","23.0862573099415","22.9035087719298","22.7207602339181","",
"Bangladesh","BGD","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7524775293847","14.7524759929323","14.75247445648","14.7524729200277","14.7524713835753","14.752469847123","14.7524690788968","14.7524675424445","14.7524660059922","14.7524644695398","14.7524629330875","14.7278904509488","14.70331796881","14.6787454866713","14.6541730045325","14.6296005223938","14.6050280402551","14.5804555581163","14.5558830759776","14.5313098256127","14.5067373434739","14.4991441960513","14.4915510486287","14.4839579012061","14.4763647537835","14.4687716063609","14.4687716063609","14.4687716063609","14.4687716063609","14.4687716063609","14.4687716063609","",
"Bulgaria","BGR","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.0732170297388","30.1166048992136","30.1599927686884","30.2033806381632","30.2467685076381","30.2901563771129","30.3335442465877","30.3769321160625","30.4203199855374","30.4637078550122","30.507095724487","30.834312573443","31.6856617647059","32.0272133860439","32.3630011033468","32.7319587628866","33.0682132007733","33.407605192892","33.7409078353743","34.0899042004421","34.4233603537214","34.6002210759027","34.777081798084","34.9539425202653","35.1308032424466","35.3076639646279","35.3813559322034","35.5011053795136","35.6208548268239","35.7406042741341","35.8603537214444","",
"Bahrain","BHR","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.318840579710145","0.340579710144928","0.352112676056338","0.373239436619718","0.394366197183099","0.415492957746479","0.436619718309859","0.457746478873239","0.47887323943662","0.5","0.52112676056338","0.542253521126761","0.563380281690141","0.576388888888889","0.589041095890411","0.601351351351351","0.621621621621622","0.633333333333333","0.644736842105263","0.664473684210526","0.68241469816273","0.698826597131682","0.716883116883117","0.737662337662338","0.75745784695201","0.77120822622108","0.79589216944801","0.82051282051282","0.846153846153846","0.86845466155811","0.89171974522293","",
"Bahamas, The","BHS","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","50.9350649350649","",
"Bosnia and Herzegovina","BIH","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.7798828125","42.58779296875","42.395703125","42.20361328125","42.0115234375","41.81943359375","41.62734375","41.43525390625","41.2431640625","41.22560546875","41.208046875","41.19048828125","41.1729296875","41.15537109375","41.1378125","41.12025390625","41.1026953125","41.08513671875","41.067578125","41.293515625","41.519453125","41.745390625","41.971328125","42.197265625","42.5099609375","42.7326171875","42.7326171875","42.7326171875","42.7326171875","",
"Belarus","BLR","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.8246077426476","39.0744829761647","39.3201825727777","39.5651359504703","39.8108984787088","40.0537329619679","40.3019292113061","40.5437917519166","40.78423252879","40.9610340951667","41.1400736581061","41.3166950982616","41.49495845968","41.6672829371946","41.8286480305958","42.0052143656266","42.1809543523474","42.3577363995702","42.5328483701491","42.5346212606574","42.5403772320218","42.5419401896426","42.5317653086864","42.5341662643242","42.9069698701401","42.9784026641969","43.0515321706572","43.1261547557461","43.1944033894965","",
"Belize","BLZ","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.1459886014906","69.5290223586146","68.9120561157387","68.2950898728628","67.6781236299868","67.0611573871109","66.444191144235","65.8272249013591","65.2102586584831","64.5932924156072","63.9763261727313","63.6786058746164","63.3808855765015","63.0831652783867","62.7854449802718","62.487724682157","62.1900043840421","61.8922840859272","61.5945637878124","61.2968434896975","60.9991231915826","60.4856641823762","59.9722051731697","59.4587461639632","58.9452871547567","58.4318281455502","57.9430074528715","57.4537483559842","56.9649276633056","56.4756685664182","55.9864094695309","",
"Bermuda","BMU","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","18.5185185185185","",
"Bolivia","BOL","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.3598449183052","53.1102990861257","52.8607532539463","52.6112074217668","52.3616615895874","52.1121157574079","51.8625699252285","51.613024093049","51.3634782608696","51.1139324286901","50.8643865965107","50.6783457952552","50.4923049939998","50.3062641927444","50.120223391489","49.9341825902335","49.7481417889781","49.5621009877227","49.3760601864673","49.1900193852119","49.0039785839564","48.808503646266","48.6130287085756","48.4175537708853","48.2220788331949","48.0266038955045","47.7713283485646","47.5327425459245","47.3121388350411","47.1095356780209","46.9249146127573","",
"Brazil","BRA","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.4580205643839","70.0056543680771","69.5532881717703","69.1009219754634","68.6485557791566","68.1961895828498","67.7438233865429","67.2914571902361","66.8390909939293","66.3867247976224","65.9343586013156","65.4616708980706","64.9889831948257","64.5162954915806","64.0436077883357","63.5709200850907","63.0982323818457","62.6255446786007","62.1528569753558","61.6801692721108","61.2074815688658","61.023328156743","60.8391747446202","60.6550213324974","60.4708679203746","60.2867145082518","60.0710325503043","59.8328814784151","59.7084279516735","59.5585261792696","59.4174780513368","",
"Barbados","BRB","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","14.6511627906977","",
"Brunei Darussalam","BRN","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.3681214421252","78.0645161290323","77.7609108159393","77.4573055028463","77.1537001897533","76.8500948766603","76.5464895635674","76.2428842504744","75.9392789373814","75.6356736242884","75.3320683111954","75.0094876660342","74.6869070208729","74.3643263757116","74.0417457305503","73.719165085389","73.3965844402277","73.0740037950664","72.7514231499051","72.4288425047438","72.1062618595825","72.1062618595825","72.1062618595825","72.1062618595825","72.1062618595825","72.1062618595825","72.1062618595825","72.1062618595825","72.1062618595825","72.1062618595825","72.1062618595825","",
"Bhutan","BTN","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.6506645549301","53.8631509106864","54.0756372664426","54.2881236221989","63.9807035175879","64.2301507537688","64.4795979899498","64.7290452261307","64.9784924623116","65.2279396984925","65.4773869346734","65.7268592964824","65.9763316582915","66.2258040201005","69.4103943122491","69.6708817587953","69.9313692053415","70.1918566518876","70.4523440984338","70.7128315449799","70.9733189915261","71.025211847732","71.0771047039379","71.1289975601438","71.1808904163497","71.2327832725556","71.2342701342282","71.2861786912752","71.3455689564761","71.3974829575249","71.4493969585737","",
"Botswana","BWA","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.1792917262188","32.970550350255","32.7618089742911","32.5530675983272","32.3443262223634","32.1355848463995","31.9268434704357","31.7181020944718","31.5093607185079","31.3006193425441","31.0918779665802","30.8831365906163","30.6743952146525","30.4656538386886","30.2569124627248","30.0481710867609","29.839429710797","29.6306883348332","29.4219469588693","29.2132055829054","29.0044642069416","28.7957228309777","28.5869814550138","28.37824007905","28.1694987030861","27.9607573271223","27.7520159511584","27.5432745751945","27.3345331992307","27.1257918232668","26.9170504473029","",
"Central African Republic","CAF","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.2451764101576","37.1970207711323","37.148865132107","37.1007094930816","37.0525538540563","37.004398215031","36.9562425760056","36.9080869369803","36.859931297955","36.8117756589297","36.7636200199043","36.715464380879","36.6673087418537","36.6191531028283","36.570997463803","36.5228418247777","36.4746861857524","36.426530546727","36.3783749077017","36.3302192686764","36.282063629651","36.2339079906257","36.1857523516004","36.137596712575","36.0894410735497","36.0412854345244","35.9931297954991","35.9449741564737","35.8968185174484","35.8486628784231","35.8005072393977","",
"Canada","CAN","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.8455115614254","38.8402585886707","38.835005615916","38.8297526431612","38.8244996704065","38.8192466976518","38.8139937248971","38.8087407521424","38.8034877793876","38.7982348066329","38.7929818338782","38.7876307080739","38.7822795822695","38.7769284564652","38.7715773306609","38.7662262048566","38.7608750790522","38.7555239532479","38.7501728274436","38.7448217016393","38.7394705758349","38.7348640747569","38.7302575736789","38.7256510726009","38.7210445715229","38.7164380704449","38.7120133755838","38.7078876013737","38.7037629425392","38.6996371683291","38.6955125094946","",
"Central Europe and the Baltics","CEB","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.5154619705859","32.0960164060683","32.1479628635837","32.2019444572651","32.2524253746538","32.3072820186111","32.3609721753405","32.4140766327281","32.4694719942369","32.5934628030289","32.7669761324899","32.8893064010782","33.0101869464626","33.1388507968216","33.2639312747045","33.39143984532","33.5162027850483","33.6099419487253","33.7345916725294","33.8641778866139","34.0007102947542","34.099423226925","34.2084078995082","34.3399778411909","34.3939142269346","34.4710840221623","34.5008820276483","34.5318870374642","34.5592847264491","",
"Switzerland","CHE","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.1811075412988","29.2890789040957","29.3970502668927","29.5050216296896","29.6129929924865","29.7209643552835","29.8296903460838","29.9384218382372","30.0471588321611","30.1559013282732","30.2646493269912","30.362927915391","30.461211477152","30.5595000126515","30.6577935222672","30.7568702869578","30.8551762532581","30.9534871950602","31.0510173094443","31.1485474238283","31.2460775382124","31.3330802712825","31.4200830043527","31.5070857374228","31.594088470493","31.6810671517356","31.7681204311263","31.855173710517","31.9422269899076","32.0292802692983","32.116333548689","",
"Channel Islands","CHI","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5049009323069","20.5816978959883","20.6584948596698","20.7352918233512","20.8120887870327","20.8888857507142","20.9656827143956","21.0424796780771","21.1192766417585","21.19607360544","21.2728705691214","21.3950172958259","21.5171640225303","21.6393107492347","21.7614574759392","21.8836042026436","22.005750929348","22.1278976560525","22.2500443827569","22.3721911094613","22.4943378361658","22.7285765777398","22.9628153193138","23.1970540608878","23.4312928024618","23.6655315440358","23.8308640381315","23.9961965322273","24.161529026323","24.3268615204188","24.4921536665537","",
"China","CHN","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6733254320841","16.8840485661567","17.0947717002293","17.3054948343019","17.5162179683745","17.7268470575253","17.9375881061592","18.1483103458886","18.359032585618","18.5697548253474","18.7804969919467","19.031006736957","19.2815168805051","19.5320280602681","19.7825365378985","20.0330481613855","20.2835578851316","20.5340680339958","20.7845781828599","21.0350872157688","21.2855968996448","21.49109623203","21.6965960161134","21.9020948706353","22.1075946459969","22.3130941846073","22.5428773041647","22.7423102916965","22.9417353835101","23.1411655427356","23.3405957019611","",
"Cote d'Ivoire","CIV","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.6882389937107","23.8214433962264","22.9546477987421","22.0878522012579","21.2210566037736","20.3542610062893","19.487465408805","18.6206698113208","17.7538742138365","16.8870786163522","16.0202830188679","15.6652924528302","15.3103018867925","14.9553113207547","14.600320754717","14.2453301886792","13.8903396226415","13.5353490566038","13.180358490566","12.8253679245283","12.4703773584906","12.1153899371069","11.7604025157233","11.4054150943396","11.050427672956","10.6954402515723","10.3404402515723","9.98544025157233","9.63044025157233","9.27547169811321","8.92047169811321","",
"Cameroon","CMR","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.5978929999365","47.4069704469971","47.2160478940577","47.0251253411182","46.8342027881788","46.6432802352394","46.4523576822999","46.2614351293605","46.0705125764211","45.8795900234816","45.6886674705422","45.541217659876","45.3937678492099","45.2463180385437","45.0988682278776","44.9514184172114","44.8039686065452","44.6565187958791","44.5090689852129","44.3616191745468","44.2141693638806","44.0957034968585","43.9772376298365","43.8587717628144","43.7403058957923","43.6218400287703","43.5033741617482","43.3849082947262","43.2664424277041","43.147976560682","43.02951069366","",
"Congo, Dem. Rep.","COD","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.4427339494056","66.1458723892283","65.849010829051","65.5521492688736","65.2552877086963","64.958426148519","64.6615645883417","64.3647030281643","64.067841467987","63.7709799078097","63.4741183476324","63.1772567874551","62.8803952272777","62.5835336671004","62.2866721069231","61.9898105467458","61.6929489865685","61.3960874263911","61.0992258662138","60.8023643060365","60.5055027458592","60.0196837299574","59.5338647140557","59.048045698154","58.5622266822523","58.0764076663505","57.5905868860413","57.1047705167508","56.6189497364416","56.1331289561324","55.6473125868419","",
